"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"			13	40656666	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by unspecified means"	"X84"	"2017"	"2017"	13	20257803	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by unspecified means"	"X84"	"2018"	"2018"	11	20398863	Unreliable
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by unspecified means"	"X84"			24	40656666	0.1
"Total"	"Male"	"M"	"55-64 years"	"55-64"					12498	40656666	30.7
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2017"	"2017"	2	13877140	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2018"	"2018"	7	14246085	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"			9	28123225	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2017"	"2017"	41	13877140	0.3
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2018"	"2018"	58	14246085	0.4
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"			99	28123225	0.4
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2017"	"2017"	34	13877140	0.2
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2018"	"2018"	40	14246085	0.3
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"			74	28123225	0.3
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2017"	"2017"	3	13877140	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"			3	28123225	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	128	13877140	0.9
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	148	14246085	1.0
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"			276	28123225	1.0
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2017"	"2017"	4	13877140	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to alcohol"	"X65"			4	28123225	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2017"	"2017"	6	13877140	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2018"	"2018"	5	14246085	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"			11	28123225	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2017"	"2017"	91	13877140	0.7
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2018"	"2018"	76	14246085	0.5
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"			167	28123225	0.6
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2017"	"2017"	4	13877140	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2018"	"2018"	5	14246085	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to pesticides"	"X68"			9	28123225	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2017"	"2017"	6	13877140	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2018"	"2018"	8	14246085	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"			14	28123225	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	438	13877140	3.2
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	507	14246085	3.6
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			945	28123225	3.4
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	23	13877140	0.2
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	31	14246085	0.2
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by drowning and submersion"	"X71"			54	28123225	0.2
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	736	13877140	5.3
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	770	14246085	5.4
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by handgun discharge"	"X72"			1506	28123225	5.4
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	266	13877140	1.9
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	314	14246085	2.2
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			580	28123225	2.1
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	1658	13877140	11.9
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	1779	14246085	12.5
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			3437	28123225	12.2
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by explosive material"	"X75"	"2018"	"2018"	1	14246085	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by explosive material"	"X75"			1	28123225	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2017"	"2017"	14	13877140	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2018"	"2018"	21	14246085	0.1
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by smoke, fire and flames"	"X76"			35	28123225	0.1
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	82	13877140	0.6
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by sharp object"	"X78"	"2018"	"2018"	83	14246085	0.6
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by sharp object"	"X78"			165	28123225	0.6
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	62	13877140	0.4
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	64	14246085	0.4
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by jumping from a high place"	"X80"			126	28123225	0.4
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	15	13877140	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	26	14246085	0.2
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by jumping or lying before moving object"	"X81"			41	28123225	0.1
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2017"	"2017"	8	13877140	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	8	14246085	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by crashing of motor vehicle"	"X82"			16	28123225	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by other specified means"	"X83"	"2017"	"2017"	4	13877140	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by other specified means"	"X83"	"2018"	"2018"	4	14246085	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by other specified means"	"X83"			8	28123225	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by unspecified means"	"X84"	"2017"	"2017"	8	13877140	Unreliable
	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by unspecified means"	"X84"	"2018"	"2018"	5	14246085	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"	"Intentional self-harm by unspecified means"	"X84"			13	28123225	Unreliable
"Total"	"Male"	"M"	"65-74 years"	"65-74"					7593	28123225	27.0
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2017"	"2017"	2	6407875	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2018"	"2018"	3	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"			5	13142915	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2017"	"2017"	16	6407875	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2018"	"2018"	17	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"			33	13142915	0.3
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2017"	"2017"	17	6407875	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2018"	"2018"	12	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"			29	13142915	0.2
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2018"	"2018"	2	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"			2	13142915	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	42	6407875	0.7
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	48	6735040	0.7
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"			90	13142915	0.7
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2017"	"2017"	1	6407875	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2018"	"2018"	1	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"			2	13142915	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2017"	"2017"	50	6407875	0.8
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2018"	"2018"	35	6735040	0.5
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"			85	13142915	0.6
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2018"	"2018"	2	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to pesticides"	"X68"			2	13142915	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2018"	"2018"	5	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"			5	13142915	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	175	6407875	2.7
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	193	6735040	2.9
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			368	13142915	2.8
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	18	6407875	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	20	6735040	0.3
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by drowning and submersion"	"X71"			38	13142915	0.3
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	511	6407875	8.0
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	593	6735040	8.8
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by handgun discharge"	"X72"			1104	13142915	8.4
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	186	6407875	2.9
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	203	6735040	3.0
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			389	13142915	3.0
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	1204	6407875	18.8
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	1278	6735040	19.0
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			2482	13142915	18.9
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2017"	"2017"	4	6407875	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2018"	"2018"	5	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by smoke, fire and flames"	"X76"			9	13142915	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	28	6407875	0.4
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by sharp object"	"X78"	"2018"	"2018"	42	6735040	0.6
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by sharp object"	"X78"			70	13142915	0.5
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	23	6407875	0.4
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	40	6735040	0.6
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by jumping from a high place"	"X80"			63	13142915	0.5
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	7	6407875	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	8	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by jumping or lying before moving object"	"X81"			15	13142915	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2017"	"2017"	2	6407875	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	2	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by crashing of motor vehicle"	"X82"			4	13142915	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by other specified means"	"X83"	"2017"	"2017"	2	6407875	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by other specified means"	"X83"	"2018"	"2018"	3	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by other specified means"	"X83"			5	13142915	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by unspecified means"	"X84"	"2017"	"2017"	4	6407875	Unreliable
	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by unspecified means"	"X84"	"2018"	"2018"	2	6735040	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"	"Intentional self-harm by unspecified means"	"X84"			6	13142915	Unreliable
"Total"	"Male"	"M"	"75-84 years"	"75-84"					4806	13142915	36.6
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2017"	"2017"	4	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2018"	"2018"	2	2325693	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"			6	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2017"	"2017"	5	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2018"	"2018"	4	2325693	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"			9	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2017"	"2017"	10	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2018"	"2018"	9	2325693	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"			19	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2017"	"2017"	1	2279669	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"			1	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	18	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	17	2325693	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"			35	4605362	0.8
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2018"	"2018"	1	2325693	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to alcohol"	"X65"			1	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2017"	"2017"	2	2279669	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"			2	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2017"	"2017"	31	2279669	1.4
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2018"	"2018"	30	2325693	1.3
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"			61	4605362	1.3
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2017"	"2017"	2	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2018"	"2018"	3	2325693	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"			5	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	94	2279669	4.1
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	92	2325693	4.0
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			186	4605362	4.0
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	11	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	9	2325693	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by drowning and submersion"	"X71"			20	4605362	0.4
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	268	2279669	11.8
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	240	2325693	10.3
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by handgun discharge"	"X72"			508	4605362	11.0
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	95	2279669	4.2
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	75	2325693	3.2
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			170	4605362	3.7
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	567	2279669	24.9
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	565	2325693	24.3
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			1132	4605362	24.6
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2017"	"2017"	4	2279669	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by smoke, fire and flames"	"X76"			4	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	16	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by sharp object"	"X78"	"2018"	"2018"	20	2325693	0.9
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by sharp object"	"X78"			36	4605362	0.8
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	18	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	23	2325693	1.0
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by jumping from a high place"	"X80"			41	4605362	0.9
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	2	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	1	2325693	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by jumping or lying before moving object"	"X81"			3	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2017"	"2017"	1	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	2	2325693	Unreliable
